Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
imdb/images/M/MV5BMjZhODhiYmEtNTg0ZS00Mjc0LTk0NTYtMGEwMGFlNjFkZGM0XkEyXkFqcGc@._V1_SL200_QL1.jpg-122,50,66,41,128,167,410,15,410,6.000%,.41060,1.42,0.23
imdb/1/events/com.amazon.csm.csa.prod-115,50,291,281,344,352,410,246,410,100.000%,.40986,0.24,1.78
imdb/?operationName=HERO_SUB_NAV_EPISODE&variables=%7B%22heroNowDateDay%22%3A8%2C%22heroNowDateMonth%22%3A4%2C%22heroNowDateYear%22%3A2026%2C%22heroYesterdayDateDay%22%3A7%2C%22heroYesterdayDateMonth%22%3A4%2C%22heroYesterdayDateYear%22%3A2026%2C%22locale%22%3A%22en-US%22%2C%22titleId%22%3A%22tt10970762%22%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%223f56a4c9c2cca81733ebabbf5e317e3da7f2a4a02069d406bec001ed611c80e4%22%2C%22version%22%3A1%7D%7D-128,50,71,43,138,176,613,15,613,6.000%,.41104,0.28,0.44
imdb/?operationName=HERO_WATCH_BOX&variables=%7B%22heroNowDateDay%22%3A8%2C%22heroNowDateMonth%22%3A4%2C%22heroNowDateYear%22%3A2026%2C%22heroYesterdayDateDay%22%3A7%2C%22heroYesterdayDateMonth%22%3A4%2C%22heroYesterdayDateYear%22%3A2026%2C%22id%22%3A%22tt10970762%22%2C%22includeUserPreferredServices%22%3Afalse%2C%22locale%22%3A%22en-US%22%2C%22location%22%3A%7B%22latLong%22%3A%7B%22lat%22%3A%2223.72%22%2C%22long%22%3A%2290.41%22%7D%7D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2245a4e574562d71de9f5c7efe76d5e47a08f06457c6a69749802218db5162f3d6%22%2C%22version%22%3A1%7D%7D-129,50,53,28,114,123,312,12,312,4.000%,.41107,0.28,0.49
imdb/?operationName=ReviewSummary&variables=%7B%22id%22%3A%22tt10970762%22%2C%22locale%22%3A%22en-US%22%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%22d4e548891fd486aa7f4197fb818fa47354c28213174f746d21f4a7739e918e89%22%2C%22version%22%3A1%7D%7D-130,50,41,30,89,100,125,12,125,0.000%,.41109,0.28,0.36
imdb/?operationName=PersonalizedUserData&variables=%7B%22fetchOtherUserRating%22%3Afalse%2C%22idArray%22%3A%5B%22tt31631142%22%2C%22tt30923123%22%2C%22tt21154812%22%2C%22tt31909098%22%2C%22tt5834204%22%2C%22tt31137273%22%2C%22tt26545992%22%2C%22tt32767294%22%2C%22tt14403178%22%2C%22tt36957934%22%2C%22tt35466672%22%2C%22tt37540875%22%5D%2C%22includeUserData%22%3Afalse%2C%22includeWatchedData%22%3Afalse%2C%22locale%22%3A%22en-US%22%2C%22location%22%3A%7B%22latLong%22%3A%7B%22lat%22%3A%2223.72%22%2C%22long%22%3A%2290.41%22%7D%7D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%227c4e0771d67f21fc27fd44fc46d49cc589225a9c5e63e51cc0b8d42f39ee99cc%22%2C%22version%22%3A1%7D%7D-131,50,72,38,154,253,349,12,349,10.000%,.41112,0.28,0.53
imdb/?operationName=EpisodesWidget_NextEpisode&variables=%7B%22const%22%3A%22tt10970762%22%2C%22episodesNowDateDay%22%3A8%2C%22episodesNowDateMonth%22%3A4%2C%22episodesNowDateYear%22%3A2026%2C%22episodesTomorrowDateDay%22%3A9%2C%22episodesTomorrowDateMonth%22%3A4%2C%22episodesTomorrowDateYear%22%3A2026%2C%22locale%22%3A%22en-US%22%2C%22mostRecentEpisodeAfterDateDay%22%3A25%2C%22mostRecentEpisodeAfterDateMonth%22%3A3%2C%22mostRecentEpisodeAfterDateYear%22%3A2026%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%22f6f22a817cbb51b8eb0be17df7bfe0b6e32b898db525149547cfe184dbe4faf0%22%2C%22version%22%3A1%7D%7D-132,50,48,29,114,114,218,11,218,2.000%,.41096,0.28,0.51
imdb/?operationName=EpisodesWidget_EpisodesCardContainer&variables=%7B%22const%22%3A%22tt10970762%22%2C%22episodesNowDateDay%22%3A8%2C%22episodesNowDateMonth%22%3A4%2C%22episodesNowDateYear%22%3A2026%2C%22locale%22%3A%22en-US%22%2C%22mostRecentEpisodeAfterDateDay%22%3A25%2C%22mostRecentEpisodeAfterDateMonth%22%3A3%2C%22mostRecentEpisodeAfterDateYear%22%3A2026%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%22b25f2b7759a5e94de7a20b90bbb7471eaa6a035eb4696bdc89a15957bd2df171%22%2C%22version%22%3A1%7D%7D-133,50,46,31,100,104,234,11,234,2.000%,.41098,0.28,0.46
imdb/-134,50,55,30,94,117,350,14,350,4.000%,.41097,0.53,0.52
"imdb/images/M/MV5BMDMwZDExYTEtZmEyMi00MzQ4LWFmM2ItYmQ1YzVkOGI0ZDQzXkEyXkFqcGc@._V1_QL75_UX760_CR0,0,760,428_.jpg-140",50,103,70,163,177,749,23,749,6.000%,.41197,18.91,0.23
imdb/-143,50,49,34,104,131,180,10,180,0.000%,.41213,0.28,0.26
imdb/?operationName=ReactionsForEntities&variables=%7B%22aggregateEntityIds%22%3A%5B%22vi718981913%22%5D%2C%22userEntityIds%22%3A%5B%5D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2260c3e6ca9f78c1562108efac862e83d46807e873ed461a3692959fa4c9a780e8%22%2C%22version%22%3A1%7D%7D-145,50,49,29,102,129,335,13,335,4.000%,.41218,0.28,0.37
imdb/-138,50,60,37,116,125,464,13,464,2.000%,.41225,0.56,0.59
imdb/-139,50,57,30,111,162,400,14,400,4.000%,.41365,0.57,0.55
imdb/1/events/com.amazon.csm.csa.prod-126,50,299,276,368,420,574,245,574,100.000%,.41413,0.24,0.76
imdb/-123,50,839,923,1012,1020,1052,388,1052,100.000%,.41199,0.50,0.62
imdb/-136,50,749,806,919,929,1688,290,1688,100.000%,.41239,0.46,0.44
imdb/-135,50,762,790,928,1205,3398,288,3398,100.000%,.41414,0.56,0.58
imdb/s/iu3-144,50,731,403,567,1367,5964,354,5964,100.000%,.41378,0.67,0.69
imdb/-137,50,718,417,921,1040,3223,292,3223,100.000%,.41228,0.43,0.61
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:53E4H865CWDY787883ZN$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3D53E4H865CWDY787883ZN%26sw%3D1536%26sh%3D864%26vw%3D1536%26vh%3D732%26m%3D1%26sc%3D53E4H865CWDY787883ZN%26ue%3D1%26bb%3D276%26af%3D303%26cf%3D306%26be%3D407%26fcp%3D392%26fn%3D1313%26pc%3D1320%26tc%3D-1833%26na_%3D-1833%26ul_%3D-20%26_ul%3D-14%26rd_%3D-1775666653359%26_rd%3D-1775666653359%26fe_%3D-1805%26lk_%3D-1790%26_lk%3D-1790%26co_%3D-1789%26_co%3D-1788%26sc_%3D-1788%26rq_%3D-1788%26rs_%3D-1786%26_rs%3D-1786%26dl_%3D-22%26di_%3D415%26de_%3D1317%26_de%3D1318%26_dc%3D1319%26ld_%3D1319%26_ld%3D-1775666653359%26ntd%3D-1%26ty%3D0%26rc%3D0%26hob%3D0%26hoe%3D1%26ld%3D1321%26t%3D1775666654680%26ctb%3D1%26rt%3Dcf%3A48-42-4-2-3-4-1_af%3A48-42-4-2-3-4-1_ld%3A54-42-4-6-3-5-0%26csmtags%3Dfls-na-amazon-com%7Cadblk_no%26viz%3Dvisible%3A1%26pty%3Dtitle%26spty%3Dmain%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:1323-124,50,462,301,464,953,2908,266,2908,100.000%,.41252,0.09,0.57
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:53E4H865CWDY787883ZN$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3D53E4H865CWDY787883ZN%26ctb%3D1%26m%3D1%26sc%3D53E4H865CWDY787883ZN%26pc%3D1329%26at%3D1329%26t%3D1775666654688%26csmtags%3Dcsm-feature-touch-enabled%3Afalse%26pty%3Dtitle%26spty%3Dmain%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:1330-127,50,372,285,392,791,2442,260,2442,100.000%,.41260,0.09,0.34
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:53E4H865CWDY787883ZN$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3D53E4H865CWDY787883ZN%26sc0%3DLoadAds%26bb0%3D15%26be0%3D251%26pc0%3D251%26ld0%3D251%26t0%3D1775666653610%26sc1%3DLoadStyledComponents%26bb1%3D251%26be1%3D270%26pc1%3D270%26ld1%3D270%26t1%3D1775666653629%26sc2%3DLoadFonts%26bb2%3D270%26be2%3D462%26pc2%3D462%26ld2%3D462%26t2%3D1775666653821%26sc3%3DLoadIcons%26bb3%3D273%26be3%3D273%26pc3%3D273%26ld3%3D273%26t3%3D1775666653632%26sc4%3DimdbHeader%26bb4%3D297%26be4%3D300%26pc4%3D301%26ld4%3D301%26t4%3D1775666653660%26sc5%3DStaticFeature_Hero%26bb5%3D301%26be5%3D303%26pc5%3D303%26ld5%3D303%26t5%3D1775666653662%26sc6%3DStaticFeature_ProUpsellLink%26bb6%3D303%26be6%3D303%26pc6%3D303%26ld6%3D303%26t6%3D1775666653662%26sc7%3DStaticFeature_Videos%26bb7%3D303%26be7%3D303%26pc7%3D303%26ld7%3D303%26t7%3D1775666653662%26sc8%3DStaticFeature_Photos%26bb8%3D304%26be8%3D304%26pc8%3D304%26ld8%3D304%26t8%3D1775666653663%26sc9%3DStaticFeature_Cast%26bb9%3D304%26be9%3D305%26pc9%3D305%26ld9%3D305%26t9%3D1775666653664%26sc10%3DStaticFeature_UserReviews%26bb10%3D305%26be10%3D305%26pc10%3D306%26ld10%3D306%26t10%3D1775666653665%26sc11%3DStaticFeature_MoreLikeThis%26bb11%3D306%26be11%3D307%26pc11%3D307%26ld11%3D307%26t11%3D1775666653666%26sc12%3DStaticFeature_RelatedInterests%26bb12%3D307%26be12%3D308%26pc12%3D308%26ld12%3D308%26t12%3D1775666653667%26sc13%3DStaticFeature_DidYouKnow%26bb13%3D308%26be13%3D308%26pc13%3D308%26ld13%3D308%26t13%3D1775666653667%26sc14%3DStaticFeature_ContentSymphony_center-8%26bb14%3D308%26be14%3D309%26pc14%3D309%26ld14%3D309%26t14%3D1775666653668%26sc15%3DStaticFeature_FAQ%26bb15%3D309%26be15%3D309%26pc15%3D309%26ld15%3D309%26t15%3D1775666653668%26sc16%3DStaticFeature_Details%26bb16%3D309%26be16%3D309%26pc16%3D309%26ld16%3D309%26t16%3D1775666653668%26sc17%3DStaticFeature_TechSpecs%26bb17%3D309%26be17%3D309%26pc17%3D309%26ld17%3D309%26t17%3D1775666653668%26sc18%3DStaticFeature_News%26bb18%3D309%26be18%3D309%26pc18%3D309%26ld18%3D309%26t18%3D1775666653668%26sc19%3DStaticFeature_Contribution%26bb19%3D309%26be19%3D309%26pc19%3D309%26ld19%3D309%26t19%3D1775666653668%26sc20%3DLoadFooterJS%26bb20%3D311%26be20%3D399%26pc20%3D399%26ld20%3D399%26t20%3D1775666653758%26sc21%3DcsmCELLSframework%26bb21%3D408%26pc21%3D408%26ld21%3D408%26t21%3D1775666653767%26sc22%3DcsmCELLSpdm%26bb22%3D408%26pc22%3D408%26ld22%3D408%26t22%3D1775666653767%26sc23%3DcsmCELLSvpm%26bb23%3D408%26pc23%3D408%26ld23%3D408%26t23%3D1775666653767%26sc24%3DcsmCELLSfem%26bb24%3D408%26pc24%3D408%26ld24%3D409%26t24%3D1775666653768%26sc25%3DadSlotMount%26bb25%3D1310%26pc25%3D1310%26ld25%3D1310%26t25%3D1775666654669%26sc26%3DMountReactJS%26pc26%3D1313%26ld26%3D1313%26t26%3D1775666654672%26ctb%3D1:1323-125,50,377,289,387,551,3011,262,3011,100.000%,.41276,0.09,1.30
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:53E4H865CWDY787883ZN$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3D53E4H865CWDY787883ZN%26ctb%3D1%26sc0%3DadSlotMount%26bb0%3D1686%26pc0%3D1686%26ld0%3D1686%26t0%3D1775666655045%26pty%3Dtitle%26spty%3Dmain%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:1686-141,50,319,294,356,379,1012,262,1012,100.000%,.41279,0.09,0.32
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:53E4H865CWDY787883ZN$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3D53E4H865CWDY787883ZN%26ctb%3D1%26sc0%3DadSlotMount%26bb0%3D1687%26pc0%3D1687%26ld0%3D1687%26t0%3D1775666655046%26pty%3Dtitle%26spty%3Dmain%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:1687-142,50,308,286,376,378,457,262,457,100.000%,.41283,0.09,0.32
imdb/1/events/com.amazon.eel.katal.metrics.core.nexus-152,50,304,283,375,389,479,248,479,100.000%,.41307,0.24,0.48
imdb/1/events/com.amazon.csm.customsg.prod-153,50,322,278,410,455,946,243,946,100.000%,.41306,0.24,0.40
imdb/1/events/com.amazon.eel.katal.metrics.core.nexus-147,50,301,277,373,416,620,245,620,100.000%,.41280,0.24,0.47
imdb/1/events/com.amazon.eel.katal.metrics.core.nexus-155,50,296,284,343,349,473,247,473,100.000%,.41289,0.24,0.47
imdb/-151,50,655,818,966,979,1050,311,1050,100.000%,.41264,0.63,0.44
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:53E4H865CWDY787883ZN$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3D53E4H865CWDY787883ZN%26m%3D1%26sc%3Dcsa%3Avl50%26vl50%3D371%26pc%3D2784%26at%3D2784%26t%3D1775666656143%26pty%3Dtitle%26spty%3Dmain%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:2784-148,50,317,287,340,371,1109,260,1109,100.000%,.41463,0.09,0.32
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:53E4H865CWDY787883ZN$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3D53E4H865CWDY787883ZN%26m%3D1%26sc%3Dcsa%3Avl100%26vl100%3D1798%26pc%3D2788%26at%3D2788%26t%3D1775666656147%26pty%3Dtitle%26spty%3Dmain%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:2790-146,50,306,289,362,376,432,259,432,100.000%,.41469,0.09,0.32
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:53E4H865CWDY787883ZN$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3D53E4H865CWDY787883ZN%26m%3D1%26sc%3Dcsa%3Avl90%26vl90%3D1668%26pc%3D2786%26at%3D2786%26t%3D1775666656145%26pty%3Dtitle%26spty%3Dmain%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:2786-149,50,310,292,364,393,579,263,579,100.000%,.41487,0.09,0.32
imdb/1/batch/1/OE/-154,50,349,288,438,560,1090,264,1090,100.000%,.41498,0.13,0.27
imdb/1/events/com.amazon.csm.csa.prod-156,50,774,643,1288,1465,2106,501,2106,100.000%,.41333,0.24,31.84
imdb/video/vi718981913/-150,50,333,308,373,383,873,275,873,100.000%,.41424,1.12,0.23
imdb/_next/static/chunks/9340-c5761a3bf8d0d122.js-158,50,65,52,126,139,322,19,322,2.000%,.41534,1.72,0.18
imdb/_next/static/chunks/566-a1828681de83666f.js-159,50,87,47,157,173,1135,16,1135,6.000%,.41585,4.16,0.18
imdb/_next/static/chunks/pages/video/%5Bviconst%5D-9894f353f1267db1.js-160,50,45,26,80,127,173,12,173,0.000%,.41588,0.54,0.19
imdb/images/G/01/IMDb/Mobile/DesktopQRCode-png.png-161,50,83,62,146,184,475,32,475,8.000%,.41581,10.06,0.21
imdb/-162,50,43,30,105,106,178,11,178,0.000%,.41590,0.25,0.22
imdb/1/events/com.amazon.csm.csa.prod-157,50,331,286,416,430,944,243,944,100.000%,.41505,0.24,4.58
imdb/?operationName=VideoPageRelated&variables=%7B%22locale%22%3A%22en-US%22%2C%22viconst%22%3A%22vi718981913%22%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%225380876dc0e7cf1ba82363e983fbe8adf4596d300f627a24918848d6114e29af%22%2C%22version%22%3A1%7D%7D-165,50,57,43,98,107,394,16,394,2.000%,.41637,0.28,0.37
imdb/?operationName=WatchOptionsButton&variables=%7B%22id%22%3A%22tt10970762%22%2C%22locale%22%3A%22en-US%22%2C%22location%22%3A%7B%22latLong%22%3A%7B%22lat%22%3A%2223.72%22%2C%22long%22%3A%2290.41%22%7D%7D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2232ea1d55477073f0df8eeb1b1251d560fc48c45b12f3a41fedc777f09d2581e5%22%2C%22version%22%3A1%7D%7D-166,50,42,27,93,110,131,10,131,0.000%,.41660,0.28,0.41
imdb/?operationName=ReactionsForEntities&variables=%7B%22aggregateEntityIds%22%3A%5B%22vi718981913%22%5D%2C%22userEntityIds%22%3A%5B%5D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2260c3e6ca9f78c1562108efac862e83d46807e873ed461a3692959fa4c9a780e8%22%2C%22version%22%3A1%7D%7D-177,50,58,28,105,136,832,11,832,2.000%,.41677,0.28,0.38
imdb/jwplayer-unlimited-8.38.0/vast.js-173,50,179,112,321,490,761,43,761,34.000%,.41668,13.97,0.18
imdb/jwplayer-unlimited-8.38.0/provider.html5.js-176,50,64,37,122,195,371,15,371,8.000%,.41764,6.57,0.18
imdb/jwplayer-unlimited-8.38.0/jwplayer.core.js-175,50,258,76,258,332,8136,23,8136,12.000%,.41776,18.72,0.18
imdb/-167,50,826,893,1001,1073,3024,399,3024,100.000%,.41505,0.51,0.63
imdb/-168,50,135,31,360,444,2311,12,2311,14.000%,.41818,1.10,0.45
imdb/images/M/MV5BZWZjZDk3YWMtY2UxNy00YTk0LTllMDgtM2I1OWRmMGYyOTBmXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_SY720_QL75_.jpg-183,50,112,57,189,207,1758,22,1758,12.000%,.41942,11.60,0.22
imdb/images/M/MV5BZWZjZDk3YWMtY2UxNy00YTk0LTllMDgtM2I1OWRmMGYyOTBmXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_SY720_QL75_.jpg-184,50,133,61,265,276,1549,20,1549,20.000%,.41964,11.60,0.24
imdb/s/iu3-178,50,480,394,541,856,1496,347,1496,100.000%,.41891,0.66,0.67
"imdb/images/M/MV5BOTQxNzdiNDgtNWY3OS00NmY3LTlhMWQtNzJhYmJmNjEzZjRjXkEyXkFqcGdeQWRpZWdtb25n._V1_QL75_UX1000_CR0,0,1000,563_.jpg-186",50,92,45,158,281,641,21,641,10.000%,.42046,10.81,0.24
"imdb/images/M/MV5BNzgzMmJiZWUtZDMzMS00MTg1LTg2MzEtYThjZTM0YzU2ZjMyXkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_QL75_UX1000_CR0,0,1000,563_.jpg-187",50,91,57,137,251,571,23,571,10.000%,.42058,14.99,0.26
"imdb/images/M/MV5BOTdjYzFmODItYTc4YS00NmI1LTljMDItZjE5MWYxYTliNDA1XkEyXkFqcGdeQWFybm8@._V1_QL75_UX1000_CR0,0,1000,563_.jpg-185",50,117,80,299,326,524,27,524,16.000%,.42078,21.62,0.24
imdb/-169,50,751,799,893,904,4068,285,4068,100.000%,.41996,0.44,0.49
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:VDFR1GAT79KCR8RV3XKY$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3DVDFR1GAT79KCR8RV3XKY%26sw%3D1536%26sh%3D864%26vw%3D1536%26vh%3D732%26m%3D1%26sc%3DVDFR1GAT79KCR8RV3XKY%26ue%3D1%26bb%3D173%26be%3D214%26fcp%3D275%26fn%3D686%26pc%3D697%26tc%3D-2386%26na_%3D-2386%26ul_%3D-30%26_ul%3D-23%26rd_%3D-1775666658456%26_rd%3D-1775666658456%26fe_%3D-2328%26lk_%3D-2299%26_lk%3D-2299%26co_%3D-2297%26_co%3D-2297%26sc_%3D-2297%26rq_%3D-2296%26rs_%3D-2292%26_rs%3D-2292%26dl_%3D-33%26di_%3D227%26de_%3D693%26_de%3D696%26_dc%3D697%26ld_%3D697%26_ld%3D-1775666658456%26ntd%3D0%26ty%3D0%26rc%3D0%26hob%3D0%26hoe%3D1%26ld%3D698%26t%3D1775666659154%26ctb%3D1%26rt%3D__ld%3A24-21-3-0-3-3-0%26csmtags%3Dfls-na-amazon-com%7Cadblk_no%26viz%3Dvisible%3A1%26pty%3Dvideo%26spty%3Dsinglepage%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:699-163,50,485,342,1088,1120,1739,262,1739,100.000%,.42192,0.09,0.56
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:VDFR1GAT79KCR8RV3XKY$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3DVDFR1GAT79KCR8RV3XKY%26sc0%3DLoadAds%26bb0%3D1%26be0%3D160%26pc0%3D160%26ld0%3D160%26t0%3D1775666658616%26sc1%3DLoadStyledComponents%26bb1%3D160%26be1%3D169%26pc1%3D169%26ld1%3D169%26t1%3D1775666658625%26sc2%3DLoadFonts%26bb2%3D170%26be2%3D249%26pc2%3D249%26ld2%3D249%26t2%3D1775666658705%26sc3%3DLoadIcons%26bb3%3D172%26be3%3D172%26pc3%3D172%26ld3%3D172%26t3%3D1775666658628%26sc4%3DimdbHeader%26bb4%3D185%26be4%3D188%26pc4%3D188%26ld4%3D188%26t4%3D1775666658644%26sc5%3DStaticFeature_VideoActionBar%26bb5%3D200%26be5%3D200%26pc5%3D200%26ld5%3D200%26t5%3D1775666658656%26sc6%3DStaticFeature_VideoPlayer_single%26bb6%3D201%26be6%3D201%26pc6%3D201%26ld6%3D201%26t6%3D1775666658657%26sc7%3DStaticFeature_VideoInfo%26bb7%3D201%26be7%3D202%26pc7%3D202%26ld7%3D202%26t7%3D1775666658658%26sc8%3DLoadFooterJS%26bb8%3D204%26be8%3D205%26pc8%3D205%26ld8%3D205%26t8%3D1775666658661%26sc9%3DcsmCELLSframework%26bb9%3D215%26pc9%3D215%26ld9%3D215%26t9%3D1775666658671%26sc10%3DcsmCELLSpdm%26bb10%3D215%26pc10%3D225%26ld10%3D225%26t10%3D1775666658681%26sc11%3DcsmCELLSvpm%26bb11%3D225%26pc11%3D225%26ld11%3D225%26t11%3D1775666658681%26sc12%3DcsmCELLSfem%26bb12%3D225%26pc12%3D225%26ld12%3D225%26t12%3D1775666658681%26sc13%3DadSlotMount%26bb13%3D660%26pc13%3D660%26ld13%3D660%26t13%3D1775666659116%26sc14%3DMountReactJS%26pc14%3D686%26ld14%3D686%26t14%3D1775666659142%26ctb%3D1:699-164,50,387,290,445,457,3281,263,3281,100.000%,.42218,0.09,0.81
"imdb/images/M/MV5BZTliYWRlMDAtYjVlOS00OWY1LThkOWItOWY3OGYyZWMyYjJmXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_QL75_UX1000_CR0,0,1000,563_.jpg-189",50,127,65,148,204,2331,29,2331,8.000%,.42319,17.62,0.25
"imdb/images/M/MV5BZmU1NmQ3MGYtYmFjMC00OTJkLWJjOWEtNmY1MjJhZWIxYjk2XkEyXkFqcGdeQWpnYW1i._V1_QL75_UX1000_CR0,0,1000,563_.jpg-188",50,265,81,177,684,6729,30,6729,10.000%,.42334,29.16,0.24
imdb/1/events/com.amazon.eel.katal.metrics.core.nexus-181,50,296,280,314,354,629,244,629,100.000%,.42291,0.24,0.48
imdb/1/events/com.amazon.eel.katal.metrics.core.nexus-179,50,322,278,380,430,1100,242,1100,100.000%,.42309,0.24,0.49
imdb/1/events/com.amazon.eel.katal.metrics.core.nexus-182,50,384,273,397,471,3877,242,3877,100.000%,.42321,0.24,0.48
"imdb/images/M/MV5BZmU1NmQ3MGYtYmFjMC00OTJkLWJjOWEtNmY1MjJhZWIxYjk2XkEyXkFqcGdeQWpnYW1i._V1_QL75_UX1000_CR0,0,1000,563_.jpg-190",50,381,87,314,366,10031,29,10031,28.000%,.42406,29.22,0.24
"imdb/images/M/MV5BZTliYWRlMDAtYjVlOS00OWY1LThkOWItOWY3OGYyZWMyYjJmXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_QL75_UX1000_CR0,0,1000,563_.jpg-191",50,417,54,205,214,13129,24,13129,14.000%,.42420,17.67,0.25
imdb/-180,50,747,840,900,925,1760,322,1760,100.000%,.42129,0.55,0.46
imdb/?operationName=ReactionsForEntities&variables=%7B%22aggregateEntityIds%22%3A%5B%22vi672909337%22%2C%22vi1073792025%22%2C%22vi1248117017%22%2C%22vi2403190041%22%2C%22vi2858206233%22%2C%22vi2853880345%22%2C%22vi3204431641%22%2C%22vi821413145%22%2C%22vi2810495769%22%2C%22vi3987586841%22%2C%22vi2298529817%22%2C%22vi2361444377%22%5D%2C%22userEntityIds%22%3A%5B%5D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2260c3e6ca9f78c1562108efac862e83d46807e873ed461a3692959fa4c9a780e8%22%2C%22version%22%3A1%7D%7D-192,50,43,35,70,85,334,12,334,2.000%,.42261,0.29,0.48
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:VDFR1GAT79KCR8RV3XKY$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3DVDFR1GAT79KCR8RV3XKY%26m%3D1%26sc%3Dcsa%3Avl90%26vl90%3D865%26pc%3D896%26at%3D896%26t%3D1775666659352%26pty%3Dvideo%26spty%3Dsinglepage%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:897-172,50,364,289,345,405,1527,263,1527,100.000%,.42178,0.09,0.33
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:VDFR1GAT79KCR8RV3XKY$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3DVDFR1GAT79KCR8RV3XKY%26m%3D1%26sc%3Dcsa%3Avl100%26vl100%3D865%26pc%3D897%26at%3D897%26t%3D1775666659353%26pty%3Dvideo%26spty%3Dsinglepage%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:897-171,50,293,281,327,338,461,263,461,100.000%,.42205,0.09,0.33
