Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
imdb/images/M/MV5BMjZhODhiYmEtNTg0ZS00Mjc0LTk0NTYtMGEwMGFlNjFkZGM0XkEyXkFqcGc@._V1_SL200_QL1.jpg-122,200,69,51,108,142,479,14,604,4.000%,.66763,2.29,0.37
imdb/1/events/com.amazon.csm.csa.prod-115,200,312,293,347,384,907,242,1227,50.000%,.66720,0.39,2.89
imdb/?operationName=HERO_SUB_NAV_EPISODE&variables=%7B%22heroNowDateDay%22%3A8%2C%22heroNowDateMonth%22%3A4%2C%22heroNowDateYear%22%3A2026%2C%22heroYesterdayDateDay%22%3A7%2C%22heroYesterdayDateMonth%22%3A4%2C%22heroYesterdayDateYear%22%3A2026%2C%22locale%22%3A%22en-US%22%2C%22titleId%22%3A%22tt10970762%22%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%223f56a4c9c2cca81733ebabbf5e317e3da7f2a4a02069d406bec001ed611c80e4%22%2C%22version%22%3A1%7D%7D-128,200,67,51,110,183,315,14,349,3.500%,.66789,0.46,0.72
imdb/?operationName=HERO_WATCH_BOX&variables=%7B%22heroNowDateDay%22%3A8%2C%22heroNowDateMonth%22%3A4%2C%22heroNowDateYear%22%3A2026%2C%22heroYesterdayDateDay%22%3A7%2C%22heroYesterdayDateMonth%22%3A4%2C%22heroYesterdayDateYear%22%3A2026%2C%22id%22%3A%22tt10970762%22%2C%22includeUserPreferredServices%22%3Afalse%2C%22locale%22%3A%22en-US%22%2C%22location%22%3A%7B%22latLong%22%3A%7B%22lat%22%3A%2223.72%22%2C%22long%22%3A%2290.41%22%7D%7D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2245a4e574562d71de9f5c7efe76d5e47a08f06457c6a69749802218db5162f3d6%22%2C%22version%22%3A1%7D%7D-129,200,61,44,96,166,400,11,426,5.500%,.66797,0.46,0.80
imdb/?operationName=ReviewSummary&variables=%7B%22id%22%3A%22tt10970762%22%2C%22locale%22%3A%22en-US%22%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%22d4e548891fd486aa7f4197fb818fa47354c28213174f746d21f4a7739e918e89%22%2C%22version%22%3A1%7D%7D-130,200,55,39,90,148,298,13,354,1.500%,.66803,0.46,0.58
imdb/?operationName=PersonalizedUserData&variables=%7B%22fetchOtherUserRating%22%3Afalse%2C%22idArray%22%3A%5B%22tt31631142%22%2C%22tt30923123%22%2C%22tt21154812%22%2C%22tt31909098%22%2C%22tt5834204%22%2C%22tt31137273%22%2C%22tt26545992%22%2C%22tt32767294%22%2C%22tt14403178%22%2C%22tt36957934%22%2C%22tt35466672%22%2C%22tt37540875%22%5D%2C%22includeUserData%22%3Afalse%2C%22includeWatchedData%22%3Afalse%2C%22locale%22%3A%22en-US%22%2C%22location%22%3A%7B%22latLong%22%3A%7B%22lat%22%3A%2223.72%22%2C%22long%22%3A%2290.41%22%7D%7D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%227c4e0771d67f21fc27fd44fc46d49cc589225a9c5e63e51cc0b8d42f39ee99cc%22%2C%22version%22%3A1%7D%7D-131,200,49,40,76,90,314,13,353,1.500%,.66806,0.46,0.86
imdb/?operationName=EpisodesWidget_NextEpisode&variables=%7B%22const%22%3A%22tt10970762%22%2C%22episodesNowDateDay%22%3A8%2C%22episodesNowDateMonth%22%3A4%2C%22episodesNowDateYear%22%3A2026%2C%22episodesTomorrowDateDay%22%3A9%2C%22episodesTomorrowDateMonth%22%3A4%2C%22episodesTomorrowDateYear%22%3A2026%2C%22locale%22%3A%22en-US%22%2C%22mostRecentEpisodeAfterDateDay%22%3A25%2C%22mostRecentEpisodeAfterDateMonth%22%3A3%2C%22mostRecentEpisodeAfterDateYear%22%3A2026%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%22f6f22a817cbb51b8eb0be17df7bfe0b6e32b898db525149547cfe184dbe4faf0%22%2C%22version%22%3A1%7D%7D-132,200,64,40,100,270,340,13,582,5.500%,.66817,0.46,0.82
imdb/?operationName=EpisodesWidget_EpisodesCardContainer&variables=%7B%22const%22%3A%22tt10970762%22%2C%22episodesNowDateDay%22%3A8%2C%22episodesNowDateMonth%22%3A4%2C%22episodesNowDateYear%22%3A2026%2C%22locale%22%3A%22en-US%22%2C%22mostRecentEpisodeAfterDateDay%22%3A25%2C%22mostRecentEpisodeAfterDateMonth%22%3A3%2C%22mostRecentEpisodeAfterDateYear%22%3A2026%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%22b25f2b7759a5e94de7a20b90bbb7471eaa6a035eb4696bdc89a15957bd2df171%22%2C%22version%22%3A1%7D%7D-133,200,58,40,96,151,333,12,670,4.000%,.66824,0.46,0.75
imdb/-134,200,54,41,88,111,336,12,647,1.500%,.66827,0.86,0.85
"imdb/images/M/MV5BMDMwZDExYTEtZmEyMi00MzQ4LWFmM2ItYmQ1YzVkOGI0ZDQzXkEyXkFqcGc@._V1_QL75_UX760_CR0,0,760,428_.jpg-140",200,165,86,336,436,1325,19,1476,25.000%,.66896,30.68,0.38
imdb/-143,200,56,39,90,155,324,11,363,3.500%,.66902,0.46,0.42
imdb/?operationName=ReactionsForEntities&variables=%7B%22aggregateEntityIds%22%3A%5B%22vi718981913%22%5D%2C%22userEntityIds%22%3A%5B%5D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2260c3e6ca9f78c1562108efac862e83d46807e873ed461a3692959fa4c9a780e8%22%2C%22version%22%3A1%7D%7D-145,200,49,37,77,89,339,11,573,1.500%,.66905,0.46,0.60
imdb/-138,200,55,38,85,128,373,11,480,3.000%,.66918,0.92,0.96
imdb/-139,200,56,42,93,160,296,13,364,3.000%,.66996,0.93,0.89
imdb/1/events/com.amazon.csm.csa.prod-126,200,304,289,339,373,872,246,1016,50.000%,.66987,0.39,1.23
imdb/-123,200,841,901,1023,1126,1363,253,1480,50.000%,.66888,0.71,1.01
imdb/-136,200,714,797,891,1070,1322,251,1380,50.000%,.67002,0.65,0.72
imdb/-135,200,642,779,845,867,1095,268,2736,50.000%,.67019,0.78,0.94
imdb/s/iu3-144,200,481,419,657,990,1159,353,1242,50.000%,.67118,1.09,1.12
imdb/-137,200,630,779,879,907,1132,256,1367,50.000%,.67149,0.62,1.00
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:53E4H865CWDY787883ZN$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3D53E4H865CWDY787883ZN%26sw%3D1536%26sh%3D864%26vw%3D1536%26vh%3D732%26m%3D1%26sc%3D53E4H865CWDY787883ZN%26ue%3D1%26bb%3D276%26af%3D303%26cf%3D306%26be%3D407%26fcp%3D392%26fn%3D1313%26pc%3D1320%26tc%3D-1833%26na_%3D-1833%26ul_%3D-20%26_ul%3D-14%26rd_%3D-1775666653359%26_rd%3D-1775666653359%26fe_%3D-1805%26lk_%3D-1790%26_lk%3D-1790%26co_%3D-1789%26_co%3D-1788%26sc_%3D-1788%26rq_%3D-1788%26rs_%3D-1786%26_rs%3D-1786%26dl_%3D-22%26di_%3D415%26de_%3D1317%26_de%3D1318%26_dc%3D1319%26ld_%3D1319%26_ld%3D-1775666653359%26ntd%3D-1%26ty%3D0%26rc%3D0%26hob%3D0%26hoe%3D1%26ld%3D1321%26t%3D1775666654680%26ctb%3D1%26rt%3Dcf%3A48-42-4-2-3-4-1_af%3A48-42-4-2-3-4-1_ld%3A54-42-4-6-3-5-0%26csmtags%3Dfls-na-amazon-com%7Cadblk_no%26viz%3Dvisible%3A1%26pty%3Dtitle%26spty%3Dmain%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:1323-124,200,362,308,403,934,1112,266,1673,50.000%,.67290,0.15,0.94
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:53E4H865CWDY787883ZN$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3D53E4H865CWDY787883ZN%26ctb%3D1%26m%3D1%26sc%3D53E4H865CWDY787883ZN%26pc%3D1329%26at%3D1329%26t%3D1775666654688%26csmtags%3Dcsm-feature-touch-enabled%3Afalse%26pty%3Dtitle%26spty%3Dmain%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:1330-127,200,340,297,359,512,1022,262,1476,50.000%,.67300,0.15,0.56
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:53E4H865CWDY787883ZN$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3D53E4H865CWDY787883ZN%26sc0%3DLoadAds%26bb0%3D15%26be0%3D251%26pc0%3D251%26ld0%3D251%26t0%3D1775666653610%26sc1%3DLoadStyledComponents%26bb1%3D251%26be1%3D270%26pc1%3D270%26ld1%3D270%26t1%3D1775666653629%26sc2%3DLoadFonts%26bb2%3D270%26be2%3D462%26pc2%3D462%26ld2%3D462%26t2%3D1775666653821%26sc3%3DLoadIcons%26bb3%3D273%26be3%3D273%26pc3%3D273%26ld3%3D273%26t3%3D1775666653632%26sc4%3DimdbHeader%26bb4%3D297%26be4%3D300%26pc4%3D301%26ld4%3D301%26t4%3D1775666653660%26sc5%3DStaticFeature_Hero%26bb5%3D301%26be5%3D303%26pc5%3D303%26ld5%3D303%26t5%3D1775666653662%26sc6%3DStaticFeature_ProUpsellLink%26bb6%3D303%26be6%3D303%26pc6%3D303%26ld6%3D303%26t6%3D1775666653662%26sc7%3DStaticFeature_Videos%26bb7%3D303%26be7%3D303%26pc7%3D303%26ld7%3D303%26t7%3D1775666653662%26sc8%3DStaticFeature_Photos%26bb8%3D304%26be8%3D304%26pc8%3D304%26ld8%3D304%26t8%3D1775666653663%26sc9%3DStaticFeature_Cast%26bb9%3D304%26be9%3D305%26pc9%3D305%26ld9%3D305%26t9%3D1775666653664%26sc10%3DStaticFeature_UserReviews%26bb10%3D305%26be10%3D305%26pc10%3D306%26ld10%3D306%26t10%3D1775666653665%26sc11%3DStaticFeature_MoreLikeThis%26bb11%3D306%26be11%3D307%26pc11%3D307%26ld11%3D307%26t11%3D1775666653666%26sc12%3DStaticFeature_RelatedInterests%26bb12%3D307%26be12%3D308%26pc12%3D308%26ld12%3D308%26t12%3D1775666653667%26sc13%3DStaticFeature_DidYouKnow%26bb13%3D308%26be13%3D308%26pc13%3D308%26ld13%3D308%26t13%3D1775666653667%26sc14%3DStaticFeature_ContentSymphony_center-8%26bb14%3D308%26be14%3D309%26pc14%3D309%26ld14%3D309%26t14%3D1775666653668%26sc15%3DStaticFeature_FAQ%26bb15%3D309%26be15%3D309%26pc15%3D309%26ld15%3D309%26t15%3D1775666653668%26sc16%3DStaticFeature_Details%26bb16%3D309%26be16%3D309%26pc16%3D309%26ld16%3D309%26t16%3D1775666653668%26sc17%3DStaticFeature_TechSpecs%26bb17%3D309%26be17%3D309%26pc17%3D309%26ld17%3D309%26t17%3D1775666653668%26sc18%3DStaticFeature_News%26bb18%3D309%26be18%3D309%26pc18%3D309%26ld18%3D309%26t18%3D1775666653668%26sc19%3DStaticFeature_Contribution%26bb19%3D309%26be19%3D309%26pc19%3D309%26ld19%3D309%26t19%3D1775666653668%26sc20%3DLoadFooterJS%26bb20%3D311%26be20%3D399%26pc20%3D399%26ld20%3D399%26t20%3D1775666653758%26sc21%3DcsmCELLSframework%26bb21%3D408%26pc21%3D408%26ld21%3D408%26t21%3D1775666653767%26sc22%3DcsmCELLSpdm%26bb22%3D408%26pc22%3D408%26ld22%3D408%26t22%3D1775666653767%26sc23%3DcsmCELLSvpm%26bb23%3D408%26pc23%3D408%26ld23%3D408%26t23%3D1775666653767%26sc24%3DcsmCELLSfem%26bb24%3D408%26pc24%3D408%26ld24%3D409%26t24%3D1775666653768%26sc25%3DadSlotMount%26bb25%3D1310%26pc25%3D1310%26ld25%3D1310%26t25%3D1775666654669%26sc26%3DMountReactJS%26pc26%3D1313%26ld26%3D1313%26t26%3D1775666654672%26ctb%3D1:1323-125,200,327,298,367,421,991,264,1057,50.000%,.67305,0.15,2.13
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:53E4H865CWDY787883ZN$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3D53E4H865CWDY787883ZN%26ctb%3D1%26sc0%3DadSlotMount%26bb0%3D1686%26pc0%3D1686%26ld0%3D1686%26t0%3D1775666655045%26pty%3Dtitle%26spty%3Dmain%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:1686-141,200,342,298,381,561,1027,262,2746,50.000%,.67295,0.15,0.53
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:53E4H865CWDY787883ZN$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3D53E4H865CWDY787883ZN%26ctb%3D1%26sc0%3DadSlotMount%26bb0%3D1687%26pc0%3D1687%26ld0%3D1687%26t0%3D1775666655046%26pty%3Dtitle%26spty%3Dmain%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:1687-142,200,337,296,372,551,954,262,1376,50.000%,.67292,0.15,0.53
imdb/1/events/com.amazon.eel.katal.metrics.core.nexus-152,200,336,294,374,511,1062,253,1365,50.000%,.67290,0.39,0.77
imdb/1/events/com.amazon.csm.customsg.prod-153,200,361,295,443,854,1065,243,2319,50.000%,.67277,0.39,0.65
imdb/1/events/com.amazon.eel.katal.metrics.core.nexus-147,200,336,289,350,389,1121,250,2629,50.000%,.67222,0.39,0.77
imdb/1/events/com.amazon.eel.katal.metrics.core.nexus-155,200,324,288,346,439,1019,248,2053,50.000%,.67112,0.39,0.77
imdb/-151,200,643,777,892,935,1189,257,2011,50.000%,.67003,0.84,0.71
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:53E4H865CWDY787883ZN$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3D53E4H865CWDY787883ZN%26m%3D1%26sc%3Dcsa%3Avl50%26vl50%3D371%26pc%3D2784%26at%3D2784%26t%3D1775666656143%26pty%3Dtitle%26spty%3Dmain%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:2784-148,200,328,294,350,407,954,263,1799,50.000%,.67017,0.15,0.52
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:53E4H865CWDY787883ZN$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3D53E4H865CWDY787883ZN%26m%3D1%26sc%3Dcsa%3Avl100%26vl100%3D1798%26pc%3D2788%26at%3D2788%26t%3D1775666656147%26pty%3Dtitle%26spty%3Dmain%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:2790-146,200,338,294,382,614,1065,260,1512,50.000%,.67020,0.15,0.52
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:53E4H865CWDY787883ZN$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3D53E4H865CWDY787883ZN%26m%3D1%26sc%3Dcsa%3Avl90%26vl90%3D1668%26pc%3D2786%26at%3D2786%26t%3D1775666656145%26pty%3Dtitle%26spty%3Dmain%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:2786-149,200,333,294,381,536,900,262,1082,50.000%,.67014,0.15,0.52
imdb/1/batch/1/OE/-154,200,344,294,388,815,936,264,1524,50.000%,.67018,0.20,0.43
imdb/1/events/com.amazon.csm.csa.prod-156,200,665,579,896,1140,1423,490,4095,50.000%,.66970,0.39,51.59
imdb/video/vi718981913/-150,200,363,312,429,680,922,269,2432,50.000%,.67027,1.82,0.37
imdb/_next/static/chunks/9340-c5761a3bf8d0d122.js-158,200,76,48,136,243,464,18,692,5.000%,.67089,2.77,0.29
imdb/_next/static/chunks/566-a1828681de83666f.js-159,200,73,45,115,182,611,15,686,5.000%,.67091,6.71,0.29
imdb/_next/static/chunks/pages/video/%5Bviconst%5D-9894f353f1267db1.js-160,200,53,35,96,148,352,11,576,2.500%,.67099,0.88,0.31
imdb/images/G/01/IMDb/Mobile/DesktopQRCode-png.png-161,200,156,72,311,488,1509,19,2447,18.000%,.67093,16.22,0.34
imdb/-162,200,60,32,113,304,367,12,429,7.500%,.67099,0.40,0.36
imdb/1/events/com.amazon.csm.csa.prod-157,200,345,289,366,530,1615,244,2051,50.000%,.67046,0.39,7.39
imdb/?operationName=VideoPageRelated&variables=%7B%22locale%22%3A%22en-US%22%2C%22viconst%22%3A%22vi718981913%22%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%225380876dc0e7cf1ba82363e983fbe8adf4596d300f627a24918848d6114e29af%22%2C%22version%22%3A1%7D%7D-165,200,65,46,103,129,388,16,552,2.000%,.67095,0.46,0.59
imdb/?operationName=WatchOptionsButton&variables=%7B%22id%22%3A%22tt10970762%22%2C%22locale%22%3A%22en-US%22%2C%22location%22%3A%7B%22latLong%22%3A%7B%22lat%22%3A%2223.72%22%2C%22long%22%3A%2290.41%22%7D%7D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2232ea1d55477073f0df8eeb1b1251d560fc48c45b12f3a41fedc777f09d2581e5%22%2C%22version%22%3A1%7D%7D-166,200,66,36,89,209,438,12,1331,4.500%,.67096,0.46,0.65
imdb/?operationName=ReactionsForEntities&variables=%7B%22aggregateEntityIds%22%3A%5B%22vi718981913%22%5D%2C%22userEntityIds%22%3A%5B%5D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2260c3e6ca9f78c1562108efac862e83d46807e873ed461a3692959fa4c9a780e8%22%2C%22version%22%3A1%7D%7D-177,200,59,37,81,178,382,12,896,3.000%,.67102,0.46,0.61
imdb/jwplayer-unlimited-8.38.0/vast.js-173,200,282,152,523,761,1532,50,3851,27.500%,.67091,22.49,0.28
imdb/jwplayer-unlimited-8.38.0/provider.html5.js-176,200,80,49,167,281,508,14,596,7.000%,.67138,10.56,0.29
imdb/jwplayer-unlimited-8.38.0/jwplayer.core.js-175,200,120,76,260,332,582,23,632,15.000%,.67140,30.08,0.29
imdb/-167,200,808,898,980,1185,1299,256,1627,50.000%,.66991,0.69,1.01
imdb/-168,200,172,63,372,756,817,14,832,32.000%,.67027,1.38,0.73
imdb/images/M/MV5BZWZjZDk3YWMtY2UxNy00YTk0LTllMDgtM2I1OWRmMGYyOTBmXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_SY720_QL75_.jpg-183,200,146,67,301,523,1320,21,1826,19.500%,.67133,18.53,0.35
imdb/images/M/MV5BZWZjZDk3YWMtY2UxNy00YTk0LTllMDgtM2I1OWRmMGYyOTBmXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_SY720_QL75_.jpg-184,200,153,59,410,571,1310,17,2296,19.500%,.67126,18.52,0.39
imdb/s/iu3-178,200,544,406,944,1144,2392,351,6299,50.000%,.67055,1.06,1.07
"imdb/images/M/MV5BOTQxNzdiNDgtNWY3OS00NmY3LTlhMWQtNzJhYmJmNjEzZjRjXkEyXkFqcGdeQWRpZWdtb25n._V1_QL75_UX1000_CR0,0,1000,563_.jpg-186",200,143,66,415,531,925,18,999,16.500%,.67131,17.23,0.39
"imdb/images/M/MV5BNzgzMmJiZWUtZDMzMS00MTg1LTg2MzEtYThjZTM0YzU2ZjMyXkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_QL75_UX1000_CR0,0,1000,563_.jpg-187",200,170,74,466,638,1221,20,2330,21.000%,.67131,23.88,0.41
"imdb/images/M/MV5BOTdjYzFmODItYTc4YS00NmI1LTljMDItZjE5MWYxYTliNDA1XkEyXkFqcGdeQWFybm8@._V1_QL75_UX1000_CR0,0,1000,563_.jpg-185",200,239,84,648,955,3019,24,4316,21.500%,.67121,34.46,0.39
imdb/-169,200,738,793,906,1098,1345,254,1561,50.000%,.66965,0.60,0.79
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:VDFR1GAT79KCR8RV3XKY$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3DVDFR1GAT79KCR8RV3XKY%26sw%3D1536%26sh%3D864%26vw%3D1536%26vh%3D732%26m%3D1%26sc%3DVDFR1GAT79KCR8RV3XKY%26ue%3D1%26bb%3D173%26be%3D214%26fcp%3D275%26fn%3D686%26pc%3D697%26tc%3D-2386%26na_%3D-2386%26ul_%3D-30%26_ul%3D-23%26rd_%3D-1775666658456%26_rd%3D-1775666658456%26fe_%3D-2328%26lk_%3D-2299%26_lk%3D-2299%26co_%3D-2297%26_co%3D-2297%26sc_%3D-2297%26rq_%3D-2296%26rs_%3D-2292%26_rs%3D-2292%26dl_%3D-33%26di_%3D227%26de_%3D693%26_de%3D696%26_dc%3D697%26ld_%3D697%26_ld%3D-1775666658456%26ntd%3D0%26ty%3D0%26rc%3D0%26hob%3D0%26hoe%3D1%26ld%3D698%26t%3D1775666659154%26ctb%3D1%26rt%3D__ld%3A24-21-3-0-3-3-0%26csmtags%3Dfls-na-amazon-com%7Cadblk_no%26viz%3Dvisible%3A1%26pty%3Dvideo%26spty%3Dsinglepage%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:699-163,200,400,300,416,1120,1367,261,5857,50.000%,.66979,0.15,0.89
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:VDFR1GAT79KCR8RV3XKY$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3DVDFR1GAT79KCR8RV3XKY%26sc0%3DLoadAds%26bb0%3D1%26be0%3D160%26pc0%3D160%26ld0%3D160%26t0%3D1775666658616%26sc1%3DLoadStyledComponents%26bb1%3D160%26be1%3D169%26pc1%3D169%26ld1%3D169%26t1%3D1775666658625%26sc2%3DLoadFonts%26bb2%3D170%26be2%3D249%26pc2%3D249%26ld2%3D249%26t2%3D1775666658705%26sc3%3DLoadIcons%26bb3%3D172%26be3%3D172%26pc3%3D172%26ld3%3D172%26t3%3D1775666658628%26sc4%3DimdbHeader%26bb4%3D185%26be4%3D188%26pc4%3D188%26ld4%3D188%26t4%3D1775666658644%26sc5%3DStaticFeature_VideoActionBar%26bb5%3D200%26be5%3D200%26pc5%3D200%26ld5%3D200%26t5%3D1775666658656%26sc6%3DStaticFeature_VideoPlayer_single%26bb6%3D201%26be6%3D201%26pc6%3D201%26ld6%3D201%26t6%3D1775666658657%26sc7%3DStaticFeature_VideoInfo%26bb7%3D201%26be7%3D202%26pc7%3D202%26ld7%3D202%26t7%3D1775666658658%26sc8%3DLoadFooterJS%26bb8%3D204%26be8%3D205%26pc8%3D205%26ld8%3D205%26t8%3D1775666658661%26sc9%3DcsmCELLSframework%26bb9%3D215%26pc9%3D215%26ld9%3D215%26t9%3D1775666658671%26sc10%3DcsmCELLSpdm%26bb10%3D215%26pc10%3D225%26ld10%3D225%26t10%3D1775666658681%26sc11%3DcsmCELLSvpm%26bb11%3D225%26pc11%3D225%26ld11%3D225%26t11%3D1775666658681%26sc12%3DcsmCELLSfem%26bb12%3D225%26pc12%3D225%26ld12%3D225%26t12%3D1775666658681%26sc13%3DadSlotMount%26bb13%3D660%26pc13%3D660%26ld13%3D660%26t13%3D1775666659116%26sc14%3DMountReactJS%26pc14%3D686%26ld14%3D686%26t14%3D1775666659142%26ctb%3D1:699-164,200,327,291,373,497,955,264,1126,50.000%,.66984,0.15,1.28
"imdb/images/M/MV5BZTliYWRlMDAtYjVlOS00OWY1LThkOWItOWY3OGYyZWMyYjJmXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_QL75_UX1000_CR0,0,1000,563_.jpg-189",200,207,82,602,881,1937,26,2405,21.000%,.67048,27.88,0.40
"imdb/images/M/MV5BZmU1NmQ3MGYtYmFjMC00OTJkLWJjOWEtNmY1MjJhZWIxYjk2XkEyXkFqcGdeQWpnYW1i._V1_QL75_UX1000_CR0,0,1000,563_.jpg-188",200,318,99,637,2041,2905,31,3171,22.500%,.67052,46.16,0.39
imdb/1/events/com.amazon.eel.katal.metrics.core.nexus-181,200,323,292,360,498,918,253,992,50.000%,.67047,0.39,0.77
imdb/1/events/com.amazon.eel.katal.metrics.core.nexus-179,200,331,283,370,800,969,243,2216,50.000%,.67045,0.39,0.77
imdb/1/events/com.amazon.eel.katal.metrics.core.nexus-182,200,323,281,355,517,1065,242,2028,50.000%,.67049,0.39,0.77
"imdb/images/M/MV5BZmU1NmQ3MGYtYmFjMC00OTJkLWJjOWEtNmY1MjJhZWIxYjk2XkEyXkFqcGdeQWpnYW1i._V1_QL75_UX1000_CR0,0,1000,563_.jpg-190",200,295,89,706,1651,3058,27,3127,23.500%,.67089,46.18,0.39
"imdb/images/M/MV5BZTliYWRlMDAtYjVlOS00OWY1LThkOWItOWY3OGYyZWMyYjJmXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_QL75_UX1000_CR0,0,1000,563_.jpg-191",200,257,70,784,1585,2137,23,2765,19.500%,.67084,27.90,0.40
imdb/-180,200,747,823,952,1018,1993,250,2565,50.000%,.66927,0.71,0.74
imdb/?operationName=ReactionsForEntities&variables=%7B%22aggregateEntityIds%22%3A%5B%22vi672909337%22%2C%22vi1073792025%22%2C%22vi1248117017%22%2C%22vi2403190041%22%2C%22vi2858206233%22%2C%22vi2853880345%22%2C%22vi3204431641%22%2C%22vi821413145%22%2C%22vi2810495769%22%2C%22vi3987586841%22%2C%22vi2298529817%22%2C%22vi2361444377%22%5D%2C%22userEntityIds%22%3A%5B%5D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2260c3e6ca9f78c1562108efac862e83d46807e873ed461a3692959fa4c9a780e8%22%2C%22version%22%3A1%7D%7D-192,200,61,36,94,167,505,12,1131,2.500%,.67007,0.46,0.76
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:VDFR1GAT79KCR8RV3XKY$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3DVDFR1GAT79KCR8RV3XKY%26m%3D1%26sc%3Dcsa%3Avl90%26vl90%3D865%26pc%3D896%26at%3D896%26t%3D1775666659352%26pty%3Dvideo%26spty%3Dsinglepage%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:897-172,200,365,291,405,888,1251,261,2876,50.000%,.66958,0.15,0.52
imdb/1/batch/1/OP/A1EVAM02EL8SFB:134-1680243-8522726:VDFR1GAT79KCR8RV3XKY$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3DVDFR1GAT79KCR8RV3XKY%26m%3D1%26sc%3Dcsa%3Avl100%26vl100%3D865%26pc%3D897%26at%3D897%26t%3D1775666659353%26pty%3Dvideo%26spty%3Dsinglepage%26pti%3Dundefined%26tid%3DVBP00WY1AXQKA1BNFDQ3%26aftb%3D1%26lob%3D6:897-171,200,346,289,354,400,1387,261,3906,50.000%,.66959,0.15,0.52
